Image Path,Correct Label,Predicted Label
image_2796,1,angry
image_2797,0,happy
image_2798,2,angry
image_2799,1,happy
image_2800,0,happy
image_2801,1,neutral
image_2802,1,angry
image_2803,2,neutral
image_2804,0,happy
image_2805,2,neutral
image_2806,2,neutral
image_2807,1,neutral
image_2808,1,angry
image_2809,0,happy
image_2810,1,angry
image_2811,1,happy
image_2812,0,happy
image_2813,0,happy
image_2814,2,neutral
image_2815,1,neutral
image_2816,1,angry
image_2817,0,happy
image_2818,1,angry
image_2819,0,happy
image_2820,0,happy
image_2821,0,happy
image_2822,1,neutral
image_2823,0,happy
image_2824,0,happy
image_2825,1,angry
image_2826,2,neutral
image_2827,2,neutral
image_2828,2,neutral
image_2829,2,neutral
image_2830,0,happy
image_2831,0,happy
image_2832,2,neutral
image_2833,0,happy
image_2834,1,angry
image_2835,1,angry
image_2836,0,happy
image_2837,2,angry
image_2838,1,neutral
image_2839,0,neutral
image_2840,2,angry
image_2841,0,happy
image_2842,2,neutral
image_2843,2,neutral
image_2844,0,happy
image_2845,1,neutral
image_2846,0,happy
image_2847,0,angry
image_2848,0,happy
image_2849,2,neutral
image_2850,1,angry
image_2851,0,neutral
image_2852,0,happy
image_2853,2,neutral
image_2854,0,neutral
image_2855,2,neutral
image_2856,1,angry
image_2857,0,happy
image_2858,0,happy
image_2859,0,happy
image_2860,0,happy
image_2861,2,angry
image_2862,2,neutral
image_2863,1,neutral
image_2864,2,angry
image_2865,0,angry
image_2866,2,neutral
image_2867,0,happy
image_2868,1,neutral
image_2869,0,happy
image_2870,0,happy
image_2871,1,angry
image_2872,2,angry
image_2873,2,angry
image_2874,1,angry
image_2875,0,neutral
image_2876,0,happy
image_2877,1,neutral
image_2878,0,happy
image_2879,1,angry
image_2880,0,angry
image_2881,1,happy
image_2882,2,happy
image_2883,2,neutral
image_2884,1,angry
image_2885,0,happy
image_2886,0,happy
image_2887,2,neutral
image_2888,0,happy
image_2889,2,neutral
image_2890,0,happy
image_2891,0,happy
image_2892,0,happy
image_2893,1,angry
image_2894,2,neutral
image_2895,0,happy
image_2896,1,happy
image_2897,1,angry
image_2898,1,neutral
image_2899,2,neutral
image_2900,0,happy
image_2901,3,neutral
image_2902,1,angry
image_2903,1,angry
image_2904,0,happy
image_2905,0,happy
image_2906,0,happy
image_2907,0,happy
image_2908,2,happy
image_2909,2,neutral
image_2910,0,happy
image_2911,0,happy
image_2912,0,happy
image_2913,1,neutral
image_2914,0,happy
image_2915,2,neutral
image_2916,0,happy
image_2917,0,happy
image_2918,2,neutral
image_2919,2,neutral
image_2920,0,happy
image_2921,0,neutral
image_2922,0,happy
image_2923,2,neutral
image_2924,1,angry
image_2925,2,neutral
image_2926,0,happy
image_2927,2,happy
image_2928,1,angry
image_2929,0,happy
image_2930,0,happy
image_2931,1,angry
image_2932,2,neutral
image_2933,0,happy
image_2934,1,angry
image_2935,2,happy
image_2936,0,happy
image_2937,2,neutral
image_2938,1,angry
image_2939,2,neutral
image_2940,1,angry
image_2941,2,angry
image_2942,2,neutral
image_2943,2,angry
image_2944,0,neutral
image_2945,2,happy
image_2946,0,happy
image_2947,0,happy
image_2948,0,happy
image_2949,0,happy
image_2950,2,neutral
image_2951,0,happy
image_2952,2,neutral
image_2953,2,angry
image_2954,2,neutral
image_2955,0,happy
image_2956,0,happy
image_2957,2,neutral
image_2958,1,neutral
image_2959,0,happy
image_2960,0,happy
image_2961,3,engaged
image_2962,0,happy
image_2963,2,neutral
image_2964,2,neutral
image_2965,0,happy
image_2966,0,angry
image_2967,0,happy
image_2968,2,neutral
image_2969,0,happy
image_2970,3,neutral
image_2971,1,happy
image_2972,2,neutral
image_2973,1,neutral
image_2974,2,neutral
image_2975,2,happy
image_2976,0,happy
image_2977,1,angry
image_2978,2,neutral
image_2979,0,happy
image_2980,1,neutral
image_2981,0,happy
image_2982,0,happy
image_2983,0,happy
image_2984,0,happy
image_2985,0,happy
image_2986,2,neutral
image_2987,0,happy
image_2988,0,happy
image_2989,1,angry
image_2990,0,happy
image_2991,0,happy
image_2992,1,angry
image_2993,2,neutral
image_2994,0,angry
image_2995,2,neutral
image_2996,1,angry
image_2997,0,happy
image_2998,0,happy
image_2999,1,angry
image_3000,1,neutral
image_3001,0,happy
image_3002,2,neutral
image_3003,2,neutral
image_3004,0,happy
image_3005,2,neutral
image_3006,0,happy
image_3007,2,neutral
image_3008,2,happy
image_3009,0,happy
image_3010,1,angry
image_3011,0,happy
image_3012,2,happy
image_3013,0,happy
image_3014,1,angry
image_3015,1,neutral
image_3016,2,neutral
image_3017,2,happy
image_3018,2,neutral
image_3019,2,neutral
image_3020,2,neutral
image_3021,0,angry
image_3022,0,happy
image_3023,0,happy
image_3024,2,happy
image_3025,2,neutral
image_3026,2,neutral
image_3027,2,neutral
image_3028,2,neutral
image_3029,2,neutral
image_3030,0,happy
image_3031,3,engaged
image_3032,1,angry
image_3033,0,happy
image_3034,2,angry
image_3035,1,neutral
image_3036,0,happy
image_3037,2,neutral
image_3038,0,happy
image_3039,1,neutral
image_3040,0,happy
image_3041,1,angry
image_3042,2,angry
image_3043,0,happy
image_3044,1,angry
image_3045,0,happy
image_3046,2,angry
image_3047,1,neutral
image_3048,0,happy
image_3049,0,happy
image_3050,1,neutral
image_3051,2,neutral
image_3052,1,neutral
image_3053,1,angry
image_3054,2,neutral
image_3055,0,happy
image_3056,2,happy
image_3057,2,neutral
image_3058,0,happy
image_3059,1,neutral
image_3060,1,neutral
image_3061,1,happy
image_3062,2,neutral
image_3063,2,neutral
image_3064,2,neutral
image_3065,2,neutral
image_3066,1,neutral
image_3067,0,happy
image_3068,0,happy
image_3069,1,angry
image_3070,0,neutral
image_3071,1,angry
image_3072,2,neutral
image_3073,2,neutral
image_3074,0,happy
image_3075,0,happy
image_3076,1,angry
image_3077,0,happy
image_3078,2,happy
image_3079,0,happy
image_3080,0,happy
image_3081,1,engaged
image_3082,2,angry
image_3083,0,happy
image_3084,2,neutral
image_3085,2,happy
image_3086,2,neutral
image_3087,1,happy
image_3088,0,happy
image_3089,0,happy
image_3090,1,angry
image_3091,1,angry
image_3092,2,neutral
image_3093,0,happy
image_3094,1,angry
image_3095,0,angry
image_3096,1,angry
image_3097,2,neutral
