Path,Label
data\cleanedData\engaged\AF12NES.JPG,engaged
data\cleanedData\engaged\Bernard_Law_0004.png,engaged
data\cleanedData\engaged\BM30ANS.JPG,engaged
data\cleanedData\engaged\AF14NES.JPG,engaged
data\cleanedData\engaged\Wayne_Brady_0001.png,engaged
data\cleanedData\engaged\AF10NEHL.JPG,engaged
data\cleanedData\engaged\Torri_Edwards_0001.png,engaged
data\cleanedData\engaged\Morris_Dees_0001.png,engaged
data\cleanedData\engaged\AM04SAHL.JPG,engaged
data\cleanedData\engaged\AF19NES.JPG,engaged
data\cleanedData\engaged\Michael_Moore_0003.png,engaged
data\cleanedData\engaged\BM10NES.JPG,engaged
data\cleanedData\engaged\Alejandro_Toledo_0010.png,engaged
data\cleanedData\engaged\Anders_Fogh_Rasmussen_0002.png,engaged
data\cleanedData\engaged\Faye_Alibocus_0001.png,engaged
data\cleanedData\engaged\William_Ford_Jr_0007.png,engaged
data\cleanedData\engaged\Kevin_Costner_0006.png,engaged
data\cleanedData\engaged\Mark_Komara_0001.png,engaged
data\cleanedData\engaged\Dick_Cheney_0012.png,engaged
data\cleanedData\engaged\Ivan_Lee_0001.png,engaged
data\cleanedData\engaged\Pete_Sampras_0014.png,engaged
data\cleanedData\engaged\Al_Gore_0003.png,engaged
data\cleanedData\engaged\Cesar_Gaviria_0007.png,engaged
data\cleanedData\engaged\Wu_Yi_0002.png,engaged
data\cleanedData\engaged\Brad_Johnson_0002.png,engaged
data\cleanedData\engaged\Alvaro_Silva_Calderon_0004.png,engaged
data\cleanedData\engaged\Michael_Kostelnik_0001.png,engaged
data\cleanedData\engaged\Javier_Solana_0008.png,engaged
data\cleanedData\engaged\Antonio_Banderas_0003.png,engaged
data\cleanedData\engaged\Silvio_Berlusconi_0023.png,engaged
data\cleanedData\engaged\Ronald_Post_0001.png,engaged
data\cleanedData\engaged\Michael_Schumacher_0007.png,engaged
data\cleanedData\engaged\AM06NES.JPG,engaged
data\cleanedData\engaged\Pervez_Musharraf_0011.png,engaged
data\cleanedData\engaged\Yang_Jianli_0001.png,engaged
data\cleanedData\engaged\Alvaro_Uribe_0024.png,engaged
data\cleanedData\engaged\BM15NEHL.JPG,engaged
data\cleanedData\engaged\Troy_Garity_0001.png,engaged
data\cleanedData\engaged\Michael_Olowokandi_0001.png,engaged
data\cleanedData\engaged\Kevin_Spacey_0005.png,engaged
data\cleanedData\engaged\BM31ANHR.JPG,engaged
data\cleanedData\engaged\Lynne_Cheney_0002.png,engaged
data\cleanedData\engaged\AF24NEHR.JPG,engaged
data\cleanedData\engaged\Mike_Martz_0006.png,engaged
data\cleanedData\engaged\AF34ANHR.JPG,engaged
data\cleanedData\engaged\Jennifer_Capriati_0005.png,engaged
data\cleanedData\engaged\AF23SAHR.JPG,engaged
data\cleanedData\engaged\AF34ANS.JPG,engaged
data\cleanedData\engaged\Abdullah_al-Attiyah_0001.png,engaged
data\cleanedData\engaged\Ron_Dittemore_0005.png,engaged
data\cleanedData\engaged\BM35AFS.JPG,engaged
data\cleanedData\engaged\AF20NEHR.JPG,engaged
data\cleanedData\engaged\Donald_Rumsfeld_0057.png,engaged
data\cleanedData\engaged\AF01NEHR.JPG,engaged
data\cleanedData\engaged\Pharrell_Williams_0001.png,engaged
data\cleanedData\engaged\Jennifer_Aniston_0011.png,engaged
data\cleanedData\engaged\Paul_Wellstone_0003.png,engaged
data\cleanedData\engaged\Najib_al-Salhi_0001.png,engaged
data\cleanedData\engaged\Natalya_Sazanovich_0001.png,engaged
data\cleanedData\engaged\Justin_Timberlake_0001.png,engaged
data\cleanedData\engaged\Willis_Roberts_0001.png,engaged
data\cleanedData\engaged\BM18NEHR.JPG,engaged
data\cleanedData\engaged\Mark_Gottfried_0002.png,engaged
data\cleanedData\engaged\Fernando_Gonzalez_0004.png,engaged
data\cleanedData\engaged\Mladen_Naletilic_0001.png,engaged
data\cleanedData\engaged\AF10NES.JPG,engaged
data\cleanedData\engaged\Marina_Silva_0001.png,engaged
data\cleanedData\engaged\Nicanor_Duarte_Frutos_0004.png,engaged
data\cleanedData\engaged\AF15NES.JPG,engaged
data\cleanedData\engaged\Robert_Zoellick_0003.png,engaged
data\cleanedData\engaged\Gloria_Macapagal_Arroyo_0040.png,engaged
data\cleanedData\engaged\David_Beckham_0022.png,engaged
data\cleanedData\engaged\BM14ANHR.JPG,engaged
data\cleanedData\engaged\Michael_Kirby_0001.png,engaged
data\cleanedData\engaged\AF25NES.JPG,engaged
data\cleanedData\engaged\Marcelo_Bielsa_0001.png,engaged
data\cleanedData\engaged\James_McGreevey_0004.png,engaged
data\cleanedData\engaged\Felipe_Perez_Roque_0001.png,engaged
data\cleanedData\engaged\Lleyton_Hewitt_0021.png,engaged
data\cleanedData\engaged\Wang_Yingfan_0002.png,engaged
data\cleanedData\engaged\AF26NES.JPG,engaged
data\cleanedData\engaged\Annette_Lu_0003.png,engaged
data\cleanedData\engaged\Jean-Claude_Braquet_0001.png,engaged
data\cleanedData\engaged\Frank_Wycheck_0001.png,engaged
data\cleanedData\engaged\Thomas_Cloyd_0001.png,engaged
data\cleanedData\engaged\Henrique_Meirelles_0002.png,engaged
data\cleanedData\engaged\Abdullah_Gul_0012.png,engaged
data\cleanedData\engaged\BM20ANS.JPG,engaged
data\cleanedData\engaged\AF02NES.JPG,engaged
data\cleanedData\engaged\Pak_Gil_Yon_0001.png,engaged
data\cleanedData\engaged\King_Abdullah_II_0002.png,engaged
data\cleanedData\engaged\Wayne_Ferreira_0003.png,engaged
data\cleanedData\engaged\Eduardo_Duhalde_0007.png,engaged
data\cleanedData\engaged\Chin-Feng_Chen_0001.png,engaged
data\cleanedData\engaged\Biljana_Plavsic_0002.png,engaged
data\cleanedData\engaged\Viara_Vike-Freiberga_0001.png,engaged
data\cleanedData\engaged\AF33NEHL.JPG,engaged
data\cleanedData\engaged\Carly_Fiorina_0003.png,engaged
data\cleanedData\engaged\Mike_Weir_0009.png,engaged
data\cleanedData\engaged\Mikhail_Youzhny_0002.png,engaged
data\cleanedData\engaged\BM33NES.JPG,engaged
data\cleanedData\engaged\William_Hurt_0001.png,engaged
data\cleanedData\engaged\BM11NEHL.JPG,engaged
data\cleanedData\engaged\AF06NES.JPG,engaged
data\cleanedData\engaged\Kim_Ryong-sung_0001.png,engaged
data\cleanedData\engaged\Robert_Flodquist_0001.png,engaged
data\cleanedData\engaged\BM11NES.JPG,engaged
data\cleanedData\engaged\Al_Sharpton_0006.png,engaged
data\cleanedData\engaged\Michael_Winterbottom_0002.png,engaged
data\cleanedData\engaged\Yevgeny_Kafelnikov_0002.png,engaged
data\cleanedData\engaged\Shingo_Suetsugu_0001.png,engaged
data\cleanedData\engaged\Jackie_Sherrill_0001.png,engaged
data\cleanedData\engaged\Mike_Sherman_0001.png,engaged
data\cleanedData\engaged\BM29NEHR.JPG,engaged
data\cleanedData\engaged\BM34NES.JPG,engaged
data\cleanedData\engaged\Michael_Jordan_0001.png,engaged
data\cleanedData\engaged\Paul_Otellini_0001.png,engaged
data\cleanedData\engaged\BM23NEHL.JPG,engaged
data\cleanedData\engaged\AF21NES.JPG,engaged
data\cleanedData\engaged\Tony_Blair_0083.png,engaged
data\cleanedData\engaged\Hugo_Chavez_0043.png,engaged
data\cleanedData\engaged\AF02NEHR.JPG,engaged
data\cleanedData\engaged\Colin_Powell_0110.png,engaged
data\cleanedData\engaged\Barzan_al-Tikriti_0001.png,engaged
data\cleanedData\engaged\William_Bulger_0002.png,engaged
data\cleanedData\engaged\BM14ANS.JPG,engaged
data\cleanedData\engaged\AF07NEHR.JPG,engaged
data\cleanedData\engaged\Kathleen_Glynn_0001.png,engaged
data\cleanedData\engaged\AM04NES.JPG,engaged
data\cleanedData\engaged\Ben_Cohen_0001.png,engaged
data\cleanedData\engaged\AF23AFHL.JPG,engaged
data\cleanedData\engaged\Salma_Hayek_0003.png,engaged
data\cleanedData\engaged\Ann_Veneman_0007.png,engaged
data\cleanedData\engaged\Mohammad_Hasanein_0001.png,engaged
data\cleanedData\engaged\AF13NEHL.JPG,engaged
data\cleanedData\engaged\AF03NEHL.JPG,engaged
data\cleanedData\engaged\Morgan_Freeman_0001.png,engaged
data\cleanedData\engaged\AF06NEHL.JPG,engaged
data\cleanedData\engaged\BM09ANHL.JPG,engaged
data\cleanedData\engaged\BM19NES.JPG,engaged
data\cleanedData\engaged\George_W_Bush_0235.png,engaged
data\cleanedData\engaged\AF18NES.JPG,engaged
data\cleanedData\engaged\Mireya_Elisa_Moscoso_Rodriguez_0001.png,engaged
data\cleanedData\engaged\Ralf_Schumacher_0006.png,engaged
data\cleanedData\engaged\Nancy_Demme_0002.png,engaged
data\cleanedData\engaged\HYL-engaged.jpg,engaged
data\cleanedData\engaged\Colin_Powell_0193.png,engaged
data\cleanedData\engaged\Mike_Bryan_0001.png,engaged
data\cleanedData\engaged\BM09ANS.JPG,engaged
data\cleanedData\engaged\AF31NEHL.JPG,engaged
data\cleanedData\engaged\AF03NES.JPG,engaged
data\cleanedData\engaged\Muhammad_Saeed_al-Sahhaf_0005.png,engaged
data\cleanedData\engaged\Leonid_Kuchma_0002.png,engaged
data\cleanedData\engaged\Bill_Belichick_0001.png,engaged
data\cleanedData\engaged\AF11NEHR.JPG,engaged
data\cleanedData\engaged\Mike_Krzyzewski_0002.png,engaged
data\cleanedData\engaged\AF01NES.JPG,engaged
data\cleanedData\engaged\Michael_Bloomberg_0004.png,engaged
data\cleanedData\engaged\Tassos_Papadopoulos_0002.png,engaged
data\cleanedData\engaged\Natalie_Maines_0003.png,engaged
data\cleanedData\engaged\Fernando_Velardez_0001.png,engaged
data\cleanedData\engaged\Jodie_Foster_0002.png,engaged
data\cleanedData\engaged\Michael_Phelps_0004.png,engaged
data\cleanedData\engaged\Jim_Edmonds_0001.png,engaged
data\cleanedData\engaged\Abdoulaye_Wade_0001.png,engaged
data\cleanedData\engaged\Ali_Khamenei_0003.png,engaged
data\cleanedData\engaged\Natalia_Verbeke_0001.png,engaged
data\cleanedData\engaged\Tristan_Gretzky_0001.png,engaged
data\cleanedData\engaged\Ronald_Ito_0001.png,engaged
data\cleanedData\engaged\AF27NES.JPG,engaged
data\cleanedData\engaged\Thomas_Franklin_0001.png,engaged
data\cleanedData\engaged\Vicente_Fox_0030.png,engaged
data\cleanedData\engaged\Tim_Curley_0001.png,engaged
data\cleanedData\engaged\AF29NEHR.JPG,engaged
data\cleanedData\engaged\Mike_Myers_0006.png,engaged
data\cleanedData\engaged\Scott_Wittman_0001.png,engaged
data\cleanedData\engaged\BM26NEHL.JPG,engaged
data\cleanedData\engaged\AF21NEHR.JPG,engaged
data\cleanedData\engaged\AF29NES.JPG,engaged
data\cleanedData\engaged\Chris_Gratton_0001.png,engaged
data\cleanedData\engaged\Tim_Henman_0008.png,engaged
data\cleanedData\engaged\Zhang_Ziyi_0003.png,engaged
data\cleanedData\engaged\AF18NEHR.JPG,engaged
data\cleanedData\engaged\BM08ANHL.JPG,engaged
data\cleanedData\engaged\Michael_Patrick_King_0002.png,engaged
data\cleanedData\engaged\John_Goold_0001.png,engaged
data\cleanedData\engaged\Vojislav_Kostunica_0002.png,engaged
data\cleanedData\engaged\AF17NES.JPG,engaged
data\cleanedData\engaged\Conan_OBrien_0004.png,engaged
data\cleanedData\engaged\Moby_0001.png,engaged
data\cleanedData\engaged\Carl_Pope_0001.png,engaged
data\cleanedData\engaged\Michael_J_Sheehan_0002.png,engaged
data\cleanedData\engaged\Kristen_Breitweiser_0001.png,engaged
data\cleanedData\engaged\Win_Aung_0003.png,engaged
data\cleanedData\engaged\BM19NEHR.JPG,engaged
data\cleanedData\engaged\Turner_Gill_0001.png,engaged
data\cleanedData\engaged\BM12NEHR.JPG,engaged
data\cleanedData\engaged\Mohammad_Khatami_0006.png,engaged
data\cleanedData\engaged\AF16NES.JPG,engaged
data\cleanedData\engaged\AF35NES.JPG,engaged
data\cleanedData\engaged\Nate_Blackwell_0001.png,engaged
data\cleanedData\engaged\Felix_Trinidad_0001.png,engaged
data\cleanedData\engaged\AF04NES.JPG,engaged
data\cleanedData\engaged\Brian_Wells_0002.png,engaged
data\cleanedData\engaged\BM16NES.JPG,engaged
data\cleanedData\engaged\AM07NEHL.JPG,engaged
data\cleanedData\engaged\Jose_Luis_Rodriguez_Zapatero_0001.png,engaged
data\cleanedData\engaged\AF31NES.JPG,engaged
data\cleanedData\engaged\Don_Siegelman_0001.png,engaged
data\cleanedData\engaged\Michael_Munoz_0001.png,engaged
data\cleanedData\engaged\Andrew_Caldecott_0001.png,engaged
data\cleanedData\engaged\BM13NEHL.JPG,engaged
data\cleanedData\engaged\Matt_Dillon_0003.png,engaged
data\cleanedData\engaged\Fred_Durst_0001.png,engaged
data\cleanedData\engaged\AF22NEHL.JPG,engaged
data\cleanedData\engaged\Elizabeth_Pena_0001.png,engaged
data\cleanedData\engaged\AM01NEHL.JPG,engaged
data\cleanedData\engaged\AF33NES.JPG,engaged
data\cleanedData\engaged\AF12NEHR.JPG,engaged
data\cleanedData\engaged\BM33NEHR.JPG,engaged
data\cleanedData\engaged\Natalie_Williams_0001.png,engaged
data\cleanedData\engaged\John_Leguizamo_0001.png,engaged
data\cleanedData\engaged\Hugo_Chavez_0045.png,engaged
data\cleanedData\engaged\Russell_Simmons_0004.png,engaged
data\cleanedData\engaged\Alejandro_Toledo_0007.png,engaged
data\cleanedData\engaged\AF28NES.JPG,engaged
data\cleanedData\engaged\AF09NEHL.JPG,engaged
data\cleanedData\engaged\Mitt_Romney_0001.png,engaged
data\cleanedData\engaged\Phil_Gramm_0001.png,engaged
data\cleanedData\engaged\AF32NEHR.JPG,engaged
data\cleanedData\engaged\AM01NES.JPG,engaged
data\cleanedData\engaged\Ronnie_Musgrove_0001.png,engaged
data\cleanedData\engaged\Arnold_Schwarzenegger_0013.png,engaged
data\cleanedData\engaged\AM02ANHL.JPG,engaged
data\cleanedData\engaged\Mika_Hakkinen_0001.png,engaged
data\cleanedData\engaged\Chandrika_Kumaratunga_0001.png,engaged
data\cleanedData\engaged\BM24NES.JPG,engaged
data\cleanedData\engaged\Michel_Duclos_0001.png,engaged
data\cleanedData\engaged\AF19NEHR.JPG,engaged
data\cleanedData\engaged\Jiang_Zemin_0015.png,engaged
data\cleanedData\engaged\Sureyya_Ayhan_0001.png,engaged
data\cleanedData\engaged\BM13NES.JPG,engaged
data\cleanedData\engaged\Rafael_Bielsa_0001.png,engaged
data\cleanedData\engaged\Grace_Dodd_0001.png,engaged
data\cleanedData\engaged\Roh_Moo-hyun_0015.png,engaged
data\cleanedData\engaged\Mike_Miller_0002.png,engaged
data\cleanedData\engaged\AM03NES.JPG,engaged
data\cleanedData\engaged\James_Blake_0005.png,engaged
data\cleanedData\engaged\AF20NES.JPG,engaged
data\cleanedData\engaged\Lleyton_Hewitt_0012.png,engaged
data\cleanedData\engaged\AF30NES.JPG,engaged
data\cleanedData\engaged\John_Abizaid_0001.png,engaged
data\cleanedData\engaged\Nancy_Kerrigan_0001.png,engaged
data\cleanedData\engaged\Nestor_Kirchner_0035.png,engaged
data\cleanedData\engaged\Mukesh_Ambani_0001.png,engaged
data\cleanedData\engaged\Aileen_Riggin_Soule_0001.png,engaged
data\cleanedData\engaged\Mike_Helton_0001.png,engaged
data\cleanedData\engaged\Ariel_Sharon_0015.png,engaged
data\cleanedData\engaged\BM28NEHL.JPG,engaged
data\cleanedData\engaged\Yao_Ming_0002.png,engaged
data\cleanedData\engaged\Tom_Daschle_0002.png,engaged
data\cleanedData\engaged\Bryant_Young_0001.png,engaged
data\cleanedData\engaged\AM07NES.JPG,engaged
data\cleanedData\engaged\BM21NES.JPG,engaged
data\cleanedData\engaged\Michael_Piuze_0001.png,engaged
data\cleanedData\engaged\Terrell_Suggs_0002.png,engaged
data\cleanedData\engaged\BM34NEHR.JPG,engaged
data\cleanedData\engaged\BM35AFHR.JPG,engaged
data\cleanedData\engaged\Kofi_Annan_0012.png,engaged
data\cleanedData\engaged\Casey_Mears_0001.png,engaged
data\cleanedData\engaged\Mike_Babcock_0001.png,engaged
data\cleanedData\engaged\BM31ANS.JPG,engaged
data\cleanedData\engaged\Reggie_Sanders_0001.png,engaged
data\cleanedData\engaged\Peter_Albertsen_0001.png,engaged
data\cleanedData\engaged\John_Ashcroft_0035.png,engaged
data\cleanedData\engaged\BM10NEHR.JPG,engaged
data\cleanedData\engaged\AM03NEHR.JPG,engaged
data\cleanedData\engaged\Zhu_Rongji_0006.png,engaged
data\cleanedData\engaged\Kemal_Dervis_0001.png,engaged
data\cleanedData\engaged\Garth_Drabinsky_0001.png,engaged
data\cleanedData\engaged\Nanni_Moretti_0001.png,engaged
data\cleanedData\engaged\Nathan_Doudney_0001.png,engaged
data\cleanedData\engaged\Mickey_Loomis_0001.png,engaged
data\cleanedData\engaged\Zinedine_Zidane_0002.png,engaged
data\cleanedData\engaged\Bustam_A_Zedan_Aljanabi_0001.png,engaged
data\cleanedData\engaged\Mike_Weir_0004.png,engaged
data\cleanedData\engaged\Bison_Dele_0001.png,engaged
data\cleanedData\engaged\Bill_Gates_0007.png,engaged
data\cleanedData\engaged\Denzel_Washington_0004.png,engaged
data\cleanedData\engaged\Mike_Holmgren_0001.png,engaged
data\cleanedData\engaged\Mohamed_Benaissa_0001.png,engaged
data\cleanedData\engaged\Carl_Levin_0001.png,engaged
data\cleanedData\engaged\Richard_Gephardt_0011.png,engaged
data\cleanedData\engaged\Monte_Kiffin_0001.png,engaged
data\cleanedData\engaged\BM17NEHR.JPG,engaged
data\cleanedData\engaged\Jan_Ullrich_0005.png,engaged
data\cleanedData\engaged\Chris_Whitney_0001.png,engaged
data\cleanedData\engaged\Joe_Lieberman_0012.png,engaged
data\cleanedData\engaged\Tommy_Amaker_0001.png,engaged
data\cleanedData\engaged\AF26NEHL.JPG,engaged
data\cleanedData\engaged\Wen_Jiabao_0007.png,engaged
data\cleanedData\engaged\Carmen_Electra_0002.png,engaged
data\cleanedData\engaged\BM26ANS.JPG,engaged
data\cleanedData\engaged\Salma_Hayek_0007.png,engaged
data\cleanedData\engaged\Annie_Chaplin_0001.png,engaged
data\cleanedData\engaged\Byron_Scott_0001.png,engaged
data\cleanedData\engaged\Donna_Brazile_0001.png,engaged
data\cleanedData\engaged\BM27NEHR.JPG,engaged
data\cleanedData\engaged\BM08SAHR.JPG,engaged
data\cleanedData\engaged\Robert_Tyrrell_0001.png,engaged
data\cleanedData\engaged\Andy_Roddick_0014.png,engaged
data\cleanedData\engaged\Chip_Burrus_0001.png,engaged
data\cleanedData\engaged\Tubby_Smith_0002.png,engaged
data\cleanedData\engaged\Tracy_McGrady_0002.png,engaged
data\cleanedData\engaged\BM32ANS.JPG,engaged
data\cleanedData\engaged\Mike_Maroth_0001.png,engaged
data\cleanedData\engaged\BM23NES.JPG,engaged
data\cleanedData\engaged\AF04NEHR.JPG,engaged
data\cleanedData\engaged\Calista_Flockhart_0006.png,engaged
data\cleanedData\engaged\Sergei_Ivanov_0002.png,engaged
data\cleanedData\engaged\Keith_Olbermann_0001.png,engaged
data\cleanedData\engaged\BM25NES.JPG,engaged
data\cleanedData\engaged\BM16NEHR.JPG,engaged
data\cleanedData\engaged\BM25NEHL.JPG,engaged
data\cleanedData\engaged\BM29NES.JPG,engaged
data\cleanedData\engaged\BM21NEHL.JPG,engaged
data\cleanedData\engaged\Bill_Simon_0012.png,engaged
data\cleanedData\engaged\Yossi_Beilin_0002.png,engaged
data\cleanedData\engaged\Brian_Jordan_0001.png,engaged
data\cleanedData\engaged\Charles_Moose_0004.png,engaged
data\cleanedData\engaged\Benjamin_Bratt_0001.png,engaged
data\cleanedData\engaged\John_Bolton_0011.png,engaged
data\cleanedData\engaged\Lisa_Murkowski_0001.png,engaged
data\cleanedData\engaged\Mikulas_Dzurinda_0001.png,engaged
data\cleanedData\engaged\AF28NEHL.JPG,engaged
data\cleanedData\engaged\Muwafak_al-Ani_0001.png,engaged
data\cleanedData\engaged\Serena_Williams_0043.png,engaged
data\cleanedData\engaged\James_Wattana_0001.png,engaged
data\cleanedData\engaged\Elijah_Wood_0001.png,engaged
data\cleanedData\engaged\Bill_Clinton_0006.png,engaged
data\cleanedData\engaged\Roh_Moo-hyun_0003.png,engaged
data\cleanedData\engaged\AF27NEHR.JPG,engaged
